Index,TCOO,Cooling_Cost,Heating_Cost
27,328051.92,"1500.76,766.61,944.26,1676.96,963.56,479.09,498.48,544.75,422.83,599.24,275.41,206.93,1310.37,1046.22,895.48,498.18,467.58,270.77,494.76,616.68,403.79,582.48,875.6,867.17,138.84,447.55,536.93,316.29,563.59,964.84","14526.04,14441.11,13436.96,15646.58,14952.42,13290.96,14717.48,14554.77,12865.82,15318.93,13904.94,15224.41,13406.42,12809.01,13843.67,14140.17,15478.68,14600.31,13032.29,12918.42,13927.18,12606.51,12562.56,12872.72,13373.09,12821.23,12428.98,14482.65,14350.55,12953.61"
28,329216.71,"1039.59,1041.48,474.38,1011.12,287.7,888.76,745.19,169.12,327.65,505.73,543.6,810.08,673.0,656.42,139.18,1285.67,529.22,770.63,551.7,866.29,910.99,763.32,863.45,810.64,194.32,280.75,684.15,277.43,589.45,566.01","13310.46,12856.11,14104.54,15578.24,14088.21,13715.65,13671.65,13580.31,13614.02,14916.11,12411.09,15079.71,15718.31,13510.64,14932.29,13563.26,16385.23,15537.34,15584.58,12696.27,13969.84,13470.96,12741.68,12796.23,14241.77,13755.41,13315.3,15306.9,14618.75,13421.05"
29,332562.28,"519.28,1035.87,427.66,762.72,400.98,756.46,830.64,1017.85,767.63,649.45,932.43,422.75,237.08,522.09,521.17,573.54,533.6,398.92,668.52,379.49,687.65,627.21,312.75,554.74,817.05,846.92,938.31,421.42,270.45,736.95","12766.56,14809.18,13985.06,13321.86,13733.94,17127.83,14098.39,12640.6,12565.43,14486.24,15332.56,13293.06,13574.22,14644.05,12450.08,15302.66,13041.97,15041.66,14769.46,15322.4,15413.7,15676.52,15131.58,15713.45,15655.75,14142.83,13283.99,13917.58,15207.71,13825.85"
30,341029.8,"717.11,250.45,499.41,355.18,492.74,101.48,612.62,783.38,1256.87,1114.13,1090.56,424.21,229.29,1134.96,670.87,327.65,299.57,633.67,492.43,856.26,1664.57,671.81,604.13,381.26,401.44,444.02,940.56,624.95,451.6,478.92","15101.9,14341.46,15724.22,15755.63,13015.37,15726.74,16734.69,14436.14,15257.63,14038.71,15030.24,14653.32,14786.44,16225.69,13491.12,14803.93,13007.77,15667.49,14628.34,15061.98,14523.12,14712.04,14734.66,14146.19,12573.95,13615.23,14992.31,13045.23,12860.07,14765.35"
31,336295.89,"1095.68,1125.44,607.23,1496.4,170.5,969.22,798.07,802.6,286.28,147.77,1231.35,600.79,431.9,250.45,454.16,1383.06,633.14,1400.91,592.82,586.96,706.9,286.46,788.12,387.92,576.92,654.18,769.13,911.22,458.59,275.84","15836.53,12908.19,13307.5,12834.71,13993.98,16240.05,13036.01,14572.1,15281.24,14339.83,13619.58,15828.47,13097.28,12944.15,15106.2,15041.39,15032.72,15121.61,14300.93,16101.37,14498.57,13829.47,15433.13,13073.47,15733.75,12843.6,14005.3,14565.87,15003.74,14259.54"
32,337209.98,"465.66,106.83,1265.74,897.06,712.23,1145.93,379.48,1207.06,1440.09,737.25,844.31,425.86,573.54,165.81,546.57,1323.91,289.03,331.92,435.78,594.99,636.88,704.2,1036.28,1207.66,475.31,520.8,324.98,262.33,958.27,846.74","15303.39,13316.63,15377.93,14241.44,15424.11,15763.58,14999.66,14415.85,14387.16,13904.4,13793.39,15036.06,14897.68,14550.44,12450.87,14501.54,14664.47,13691.74,14297.72,14496.24,13948.77,14169.16,15785.96,14644.33,14415.24,14617.74,12868.22,13279.01,13508.81,13478.2"
33,338604.46,"655.24,1177.35,156.68,730.04,944.3,232.85,1460.18,482.91,1092.84,874.32,417.7,850.28,411.56,951.75,1400.99,1157.2,397.19,1533.06,295.7,588.48,872.0,333.68,398.4,706.33,191.33,611.02,106.24,212.96,1135.44,1384.51","15320.52,13274.67,12782.9,13230.35,15721.45,14658.09,14672.39,15404.74,14752.74,15780.28,15030.3,14640.6,13206.64,15368.0,14121.99,13622.57,13018.51,16107.97,12531.35,14192.69,13768.0,16160.53,14255.59,13036.01,13314.63,16246.61,14187.17,16010.99,15365.68,14897.14"
34,334608.27,"603.71,1005.74,245.32,360.96,594.59,843.67,149.33,96.29,813.89,413.2,359.63,828.9,1405.93,960.42,1381.28,251.48,793.43,312.83,884.92,766.97,520.47,109.58,189.75,736.37,955.38,245.76,1356.43,1223.44,641.05,1166.51","13829.75,15010.75,14627.69,14388.63,14630.13,13008.25,13005.22,15278.31,13456.95,15350.64,14930.53,12683.71,13967.01,15700.72,14482.67,12398.23,14392.05,13090.3,13108.53,13796.19,14960.07,16665.37,15226.66,14632.45,15301.74,15876.74,14955.73,13940.35,14425.57,14995.42"
35,333407.13,"156.91,609.57,753.97,649.45,441.59,591.04,845.13,1368.6,454.56,504.61,908.77,219.0,710.58,627.77,1252.0,1052.85,1018.82,873.24,1248.13,1258.32,379.49,825.95,799.61,957.91,340.79,462.35,970.54,1628.22,1052.16,132.71","15056.91,13792.59,16475.57,13005.22,13409.35,13498.86,13386.22,16256.48,16111.23,15615.33,13165.03,14585.08,15174.31,12655.87,13709.33,15549.69,13741.75,12776.82,14189.66,14015.03,14485.84,13374.13,13539.62,16108.95,13411.81,12790.35,12582.59,15073.54,12950.02,12450.96"
36,336114.84,"569.15,1608.39,265.56,514.48,287.7,733.28,800.44,856.07,1064.29,836.99,276.41,192.25,600.79,254.81,501.57,1145.58,520.16,788.12,880.27,489.4,1124.69,375.33,412.67,867.28,484.73,350.66,650.34,1061.1,950.74,324.98","15255.84,15377.32,15370.85,13878.67,13314.14,12964.18,13552.91,14094.33,15056.91,15203.86,13593.07,15508.39,16260.78,15514.1,15364.28,13394.33,13691.97,13852.74,15266.89,16049.33,12995.09,13534.55,13086.67,15371.49,13208.39,13492.56,15528.3,13083.59,13040.96,14679.49"
