Index,TCOO,Cooling_Cost,Heating_Cost
20,321809.06,"1074.36,243.31,600.83,200.25,679.87,1376.82,1731.69,950.92,279.53,599.54,1596.63,783.32,103.7,1015.71,216.49,1376.82,813.56,1281.94,578.9,542.03,927.92,1285.36,402.32,311.17,378.4,1035.85,634.1,758.1,112.33,300.17","15599.52,15222.27,15389.76,14972.62,14450.23,14430.18,16216.52,14598.19,16132.89,15271.32,13110.36,16661.82,16666.03,15472.48,17055.87,15641.63,12958.59,16304.41,14358.11,14518.58,17245.84,16211.26,13980.31,16305.02,15084.28,13361.6,13192.63,14138.7,13241.61,16186.25"
21,324578.37,"1609.97,853.88,458.62,489.86,1115.13,1175.0,1625.46,905.34,1803.05,503.9,394.18,1464.99,1008.02,734.64,917.45,320.38,534.8,543.78,361.03,1004.11,545.95,1208.08,698.47,678.83,323.73,1363.65,1195.0,549.31,1596.32,921.83","15735.93,14739.37,15031.33,16000.87,16466.68,16450.16,14365.89,13913.05,15363.69,13962.97,14533.87,16363.11,13645.67,16677.82,15597.77,15913.01,14983.75,15591.14,14385.87,14408.03,15465.04,16434.51,13474.48,13305.94,13700.22,15666.23,16401.78,17085.12,13270.63,14847.16"
22,318356.16,"321.15,1030.85,1560.93,930.9,554.8,816.03,536.07,452.62,716.04,1089.93,533.67,859.75,326.59,591.91,1664.36,563.42,541.55,381.22,836.79,802.89,97.53,628.4,190.37,459.7,878.58,860.76,193.25,868.39,1122.95,1027.48","14573.08,13788.61,16732.78,13974.24,15551.69,15865.26,14816.65,15099.67,13662.15,17771.73,14757.05,15785.73,14220.05,14833.97,15499.03,14196.3,16243.69,15634.81,13311.47,16400.89,14474.53,13072.97,14082.32,16025.92,15932.78,14107.22,15713.25,16236.84,13334.48,15302.22"
23,320188.9,"845.74,566.08,1399.84,755.36,173.32,965.54,802.89,1428.72,1235.9,748.7,143.17,939.58,1432.62,294.86,519.41,363.37,707.27,1044.91,1042.09,657.47,934.62,1559.51,757.2,829.81,401.56,941.91,502.46,1014.37,200.55,204.1","13823.49,13928.26,13779.85,13790.47,13657.31,15867.09,16486.28,14630.57,14342.31,15995.87,16817.25,15926.27,13476.98,15231.96,14696.15,17458.89,15886.65,14555.4,15258.44,16805.4,15327.77,16094.17,15981.77,15153.23,14399.42,14288.36,14075.18,16260.71,16026.12,14389.57"
24,311454.59,"314.48,917.63,449.91,1428.18,251.15,1208.63,646.28,1237.75,174.44,1280.42,221.49,1380.73,610.53,611.4,1057.41,1392.29,613.03,163.4,504.17,590.02,1680.35,879.63,537.39,490.4,544.22,410.2,322.16,750.45,552.71,547.32","16259.61,14156.5,13905.93,12928.8,15108.04,13872.89,15987.16,15060.57,13235.01,15463.13,15129.86,15229.18,15153.59,14635.75,13699.67,13055.48,14615.56,15073.94,15030.78,15702.76,13995.81,14900.78,16453.76,15911.3,13979.09,13681.27,16582.56,13104.0,15661.27,13414.46"
25,318284.71,"549.69,645.05,163.4,851.95,451.8,1597.72,909.13,661.07,728.19,606.36,342.96,745.71,891.54,1214.74,1198.96,972.11,1157.3,450.03,1008.59,941.5,447.54,1265.25,884.21,1354.21,491.27,1860.2,1078.0,697.41,1263.25,698.32","14680.97,14809.81,14446.79,15634.05,16228.33,14196.3,14083.6,15529.42,14930.01,14800.33,15921.8,13566.2,14422.06,14045.15,13456.81,13233.67,14110.12,15819.82,14883.6,16107.55,16966.58,14192.39,15856.3,14289.26,16934.26,14382.59,15645.41,15373.9,15228.21,15607.32"
26,321644.87,"615.87,1511.24,1616.76,926.24,122.81,669.63,175.14,1237.45,1436.27,1023.28,764.51,125.8,987.13,1122.04,838.66,542.03,922.84,746.45,268.95,240.85,1278.0,1624.81,987.72,491.78,598.55,1265.58,249.62,859.18,1572.35,130.03","16128.53,14430.85,16224.48,13857.26,17475.23,14273.21,14718.72,16845.37,15946.12,14462.34,15647.29,14085.41,16058.68,15227.84,14525.98,13422.03,13912.12,14425.28,14150.31,15487.46,15091.56,14013.69,15754.28,15583.74,13752.61,16656.47,15272.67,15619.78,12975.05,14683.82"
27,317594.29,"1203.24,1394.24,1062.18,458.14,464.1,435.1,889.12,305.02,521.79,795.72,554.8,437.24,1182.18,373.9,545.37,578.47,531.52,373.53,1200.5,1416.55,931.25,431.32,601.49,523.42,411.66,1235.52,1151.39,236.69,1025.87,375.53","15772.67,16651.5,15102.45,13556.89,12979.31,14807.03,15034.44,15620.55,14297.32,15492.08,16336.96,15014.71,13099.5,14661.71,15586.2,14931.92,15570.39,14144.95,14885.05,14340.24,15467.3,14793.06,15498.57,13437.68,17151.26,15966.17,14388.71,16148.62,15407.72,14368.82"
28,311734.94,"1289.88,816.69,830.47,404.39,618.03,1419.27,617.83,638.73,1471.08,1066.43,706.67,270.76,1129.64,176.96,118.74,1036.67,519.82,1395.36,1344.43,960.5,742.95,1016.13,930.36,674.27,819.93,746.63,598.24,1377.92,1497.44,291.15","14144.95,14005.85,14799.68,15534.74,13264.29,14473.03,13705.83,14445.97,16265.18,14260.42,14008.51,13535.73,13119.01,13847.4,15216.34,17395.67,13620.13,15417.24,15163.78,15056.52,14817.33,14968.83,15021.18,14260.24,14270.24,16006.51,15185.77,13386.03,14724.06,15512.16"
29,313070.26,"1007.13,426.69,1613.82,322.16,585.1,185.28,117.9,1335.1,554.24,1444.07,692.03,581.42,498.86,918.54,516.3,624.69,724.92,225.13,451.88,319.09,448.91,909.98,617.83,1367.24,766.71,1341.62,323.41,1540.79,703.33,119.93","14261.42,15097.53,16724.02,13876.87,14301.99,13500.38,15015.36,16498.19,13992.43,13412.13,14279.57,14602.29,15362.42,14913.93,14119.64,13395.8,16638.7,15338.14,13423.24,14429.29,13204.64,15332.88,14542.69,16839.34,16944.82,13210.56,14877.67,16370.05,15271.2,15672.28"
30,320921.4,"675.29,604.31,853.88,1647.18,606.23,599.23,630.17,539.44,544.19,356.61,342.04,732.76,821.22,785.71,668.8,1095.19,985.19,913.97,718.96,1129.67,302.88,831.64,1016.71,573.06,830.27,842.86,742.25,810.75,1147.02,759.54","13908.26,14016.95,15144.49,13452.66,14708.46,14674.9,15541.4,16078.3,14607.97,16226.67,14544.43,14993.72,15533.8,17121.11,15762.42,15979.27,15537.02,17938.62,15328.58,14794.69,13304.66,14159.37,15121.94,15575.48,15997.84,15764.41,16273.2,13705.32,14330.66,15742.8"
31,320281.4,"800.12,531.83,817.95,1335.72,348.32,189.55,676.66,545.06,172.83,666.42,111.88,752.15,695.73,526.82,710.56,1202.81,751.96,994.88,351.71,1306.97,691.78,1050.27,869.31,1182.23,1145.59,655.14,1473.12,451.88,352.0,864.19","14275.2,13291.62,14272.65,16345.82,14611.44,15038.54,17372.26,13933.21,15170.77,14553.86,16577.72,13943.02,15952.24,13248.3,16343.34,13758.61,15797.81,15819.94,14327.19,14646.85,16731.25,15260.37,16982.68,14995.82,16439.21,14312.35,17018.8,14019.06,14753.26,17261.59"
32,312689.35,"213.47,536.0,619.46,630.01,634.51,1183.3,397.27,296.4,1102.69,334.44,1066.15,97.53,879.61,225.1,645.57,1398.53,1392.29,452.42,369.07,1393.11,325.28,397.27,941.91,373.69,550.56,755.36,1188.58,228.16,100.15,320.76","14348.27,16117.9,13074.46,13348.21,15454.18,15310.41,14680.42,13493.22,16184.77,17141.83,16421.3,14410.0,14870.6,15554.67,15438.46,13696.95,14342.61,14444.99,16400.68,13028.36,15897.31,14011.5,15512.7,13492.04,15116.27,14317.67,14735.78,15166.0,14185.79,15114.69"
33,317413.23,"120.49,427.61,1195.37,940.93,330.56,1082.62,487.77,1312.75,338.81,130.64,505.62,771.9,878.2,707.31,1320.26,1226.92,299.4,1274.5,1174.58,1436.27,335.33,290.57,733.05,515.63,1482.36,664.45,1687.4,406.14,480.53,115.11","13788.52,14136.75,13724.99,14162.25,14959.93,16267.49,14759.35,15705.44,16436.0,14980.26,16360.37,14069.64,13814.01,13304.06,15006.21,15570.39,15797.25,13233.67,14617.51,14859.12,18485.97,18087.38,13927.19,16645.92,14919.4,14729.0,15985.86,15585.05,13192.63,13997.66"
