Index,TCOO,Cooling_Cost,Heating_Cost,Energy_Cost_Above_Threshold
99,22053.71,"657.02,747.77,460.13,995.99,312.52,1251.55,391.24,174.03,351.14,1020.37,412.14,756.65,198.97,818.63,325.38,420.57,356.9,269.52,234.3,640.36,703.13,756.62,923.16,873.29,745.37,1066.19,1121.46,840.51,284.88,130.98",[],3
100,22954.99,"281.36,481.59,334.76,919.32,272.96,1181.21,619.62,1101.46,846.74,458.56,474.41,806.79,1165.27,264.01,1321.17,340.51,168.51,441.26,347.58,721.83,141.23,223.73,762.87,283.65,748.47,725.56,1218.4,1310.6,760.12,1312.3",[],7
101,23833.81,"1394.28,823.1,906.37,546.15,822.68,497.79,570.41,352.36,890.46,358.13,412.57,780.7,1127.81,1550.0,600.3,189.93,669.81,830.64,97.32,1239.45,437.88,298.77,816.15,411.61,137.61,556.54,208.88,618.79,841.51,1197.75",[],5
102,22765.23,"874.99,1099.58,491.55,1012.98,159.74,1340.58,161.3,1021.77,476.97,1016.76,1141.58,388.1,436.55,434.2,373.62,102.2,564.39,325.77,199.19,741.83,928.28,957.15,97.3,334.77,321.89,698.74,400.3,704.8,1167.22,668.43",[],4
103,26998.53,"1127.63,665.35,1129.81,661.34,690.98,819.16,1046.05,1541.31,893.17,775.58,654.09,1110.39,1513.33,698.74,668.24,332.31,514.19,584.59,160.1,619.43,530.26,661.97,941.29,225.34,1538.88,1104.2,971.68,1113.71,1512.11,493.02",[],9
104,24249.39,"103.08,566.52,1047.57,306.67,1259.31,199.74,1104.63,1279.6,1372.48,903.68,445.7,528.15,465.85,920.85,653.22,832.72,928.88,1034.63,1303.34,577.41,435.62,643.88,183.57,652.66,868.96,157.59,1016.6,406.59,283.39,532.74",[],5
105,22671.62,"828.8,1225.1,1111.58,1027.68,422.14,777.21,434.76,387.32,962.17,591.7,130.33,449.35,353.86,413.76,883.09,843.94,1143.88,224.89,353.46,649.13,280.71,795.47,638.17,328.05,753.67,312.05,258.08,140.31,967.33,411.41",[],3
106,24764.43,"817.44,1024.31,452.59,524.17,1085.46,541.69,266.78,335.25,1220.13,1165.88,785.94,130.62,671.59,545.33,628.82,994.97,807.04,437.18,764.81,1397.99,488.68,1049.18,274.16,951.6,465.85,982.94,1073.98,1288.41,796.68,579.14",[],6
107,23535.02,"767.72,384.24,1393.69,311.72,328.05,845.15,629.71,1037.72,721.0,1157.32,222.93,388.01,822.68,1045.55,700.52,943.93,1018.67,286.51,249.82,138.05,850.79,378.48,481.47,355.92,962.39,861.4,317.81,1632.01,625.59,286.84",[],3
108,23896.82,"1159.31,553.53,376.45,943.98,651.27,174.27,1011.87,138.0,406.97,164.38,1141.9,778.42,873.37,1347.71,1024.54,688.66,489.82,1050.05,108.41,874.67,461.7,607.72,314.76,164.75,221.68,1073.98,518.75,1477.55,872.71,1649.79",[],6
109,20813.57,"374.17,130.86,460.17,538.62,213.39,222.13,968.06,191.43,668.51,1057.64,966.17,858.3,1178.7,376.68,561.05,657.8,1228.44,434.76,305.98,238.68,223.31,482.45,509.24,159.03,511.52,403.76,756.82,333.37,489.82,965.25",[],2
110,22621.93,"413.05,649.85,1115.4,588.08,294.15,395.13,134.91,728.12,406.25,246.02,440.23,655.97,319.59,707.21,1496.2,646.82,961.9,777.22,271.14,570.33,1217.07,931.05,619.62,413.85,559.99,1129.45,847.23,291.35,621.09,1288.86",[],5
111,23140.08,"977.5,965.58,612.14,1130.8,442.11,335.54,629.48,481.61,842.49,680.24,861.85,991.84,308.1,339.43,284.54,986.14,408.91,289.92,159.03,393.38,1239.2,855.81,950.9,719.46,182.0,447.76,187.0,1616.97,907.45,208.73",[],3
112,24369.6,"715.49,788.11,463.26,890.87,95.99,702.43,299.6,732.35,1224.31,879.12,509.78,1377.94,771.82,525.29,540.94,1237.67,381.26,687.59,1086.86,1257.23,331.93,235.45,942.84,1115.58,1009.82,443.93,508.46,889.32,325.99,772.35",[],6
113,20958.5,"314.76,368.17,1201.84,125.87,417.44,510.02,621.04,225.84,206.57,633.11,876.27,596.16,400.52,863.95,561.87,620.57,110.5,937.77,479.38,1194.43,330.19,766.01,291.13,1061.78,140.07,995.32,241.25,168.65,1107.7,500.6",[],4
114,24266.34,"997.38,1173.13,406.0,392.64,287.28,311.72,762.47,714.56,1110.03,823.51,972.67,219.28,199.12,950.9,315.34,1167.72,567.97,844.6,636.7,1467.87,937.25,335.14,340.23,1310.03,855.4,734.55,269.71,1274.26,393.53,964.27",[],6
115,24195.02,"474.33,589.73,569.22,1011.11,818.75,480.8,595.66,509.44,815.65,409.78,1248.38,1310.6,671.99,723.32,790.83,158.58,924.03,495.13,720.92,367.72,439.4,254.27,1140.51,1392.53,608.35,379.49,418.17,1565.43,1269.43,575.03",[],6
116,20386.29,"293.59,647.56,419.19,222.93,787.12,413.35,274.64,494.38,301.25,300.58,89.13,721.83,175.81,485.4,638.8,558.57,601.12,1497.18,721.32,903.48,214.59,526.21,766.91,931.02,529.98,250.66,207.85,373.72,1503.92,587.69",[],2
117,22507.98,"614.86,789.89,462.32,406.22,543.31,995.67,330.21,1336.76,485.7,355.28,695.36,152.62,1010.85,1239.46,1045.46,103.04,1044.54,717.6,161.89,926.99,406.0,452.98,182.37,219.97,813.2,633.06,233.01,934.6,997.92,300.06",[],2
118,25447.12,"679.6,924.15,861.4,706.66,620.36,927.72,478.66,450.1,1370.65,1179.7,1655.39,560.27,445.26,206.54,1428.71,837.77,177.88,1018.67,595.03,873.18,475.28,102.01,918.6,1541.1,585.8,443.71,825.14,700.68,861.99,391.54",[],5
119,21735.92,"238.87,492.52,366.93,372.1,1083.22,1117.75,157.73,691.45,657.05,436.17,968.06,122.86,733.55,858.96,877.84,231.77,1193.32,556.54,351.98,659.05,218.76,301.17,696.16,172.13,1330.07,443.09,1278.59,336.64,739.97,115.88",[],5
120,24180.19,"401.28,305.64,1056.16,476.06,1169.76,1046.5,198.86,982.45,476.94,1297.38,845.47,1066.46,799.65,216.62,129.33,1102.92,712.99,1330.58,1020.23,836.46,534.1,625.31,427.78,1103.78,259.13,538.7,522.61,292.16,734.71,495.17",[],6
121,23472.74,"476.63,163.89,1142.91,679.16,438.65,837.72,477.95,1052.79,668.18,973.96,409.12,590.26,788.11,275.92,1522.94,636.93,467.15,151.37,500.29,564.39,1085.2,829.31,1392.66,887.56,208.88,238.87,1224.31,677.27,879.93,167.91",[],5
122,24630.97,"729.65,271.09,1077.74,649.91,724.47,395.21,941.21,502.96,778.05,349.01,446.82,1303.34,857.86,1668.79,231.67,1024.64,641.41,1150.6,292.11,955.31,1605.13,207.45,390.35,447.93,776.56,447.93,255.21,903.3,1107.37,1063.91",[],7
123,26675.32,"929.52,1039.85,1187.08,323.18,554.26,444.13,809.54,1150.68,248.14,1632.08,984.18,745.07,1046.05,1151.92,1014.45,261.69,235.59,743.83,1023.64,1185.62,1029.86,851.81,826.84,1204.82,1295.72,505.11,334.72,660.04,928.27,555.55",[],7
124,22910.68,"561.63,180.94,702.77,482.24,725.37,489.72,355.89,554.37,1105.22,281.22,1077.96,1128.93,966.52,319.13,595.66,614.34,1454.72,860.38,634.57,785.99,147.23,193.63,448.33,642.59,369.46,1392.66,1212.92,245.93,421.4,768.06",[],6
125,23495.43,"741.86,557.35,576.82,418.63,1207.44,850.23,1094.86,1268.79,274.64,427.43,508.53,573.77,220.94,216.31,899.08,1133.4,1512.53,610.94,172.13,1134.62,756.82,441.85,100.09,976.06,1104.63,370.86,210.19,1025.56,122.96,308.15",[],7
126,23068.61,"497.68,561.16,351.82,357.09,632.08,867.18,330.21,519.14,698.49,994.97,884.32,575.45,1382.93,653.92,534.64,730.96,508.01,579.43,896.88,946.48,576.8,720.17,824.1,367.79,167.57,343.85,716.92,879.42,852.39,1150.23",[],2
127,24450.76,"271.56,1341.95,1349.34,425.31,301.17,575.45,1324.13,273.64,1517.27,928.27,272.39,615.73,166.26,702.06,999.45,1165.98,991.97,560.38,779.32,583.93,744.56,342.33,637.69,462.03,540.65,602.92,269.51,562.76,1404.05,614.38",[],6
128,22953.68,"191.36,298.77,1190.61,882.39,330.53,363.72,179.65,756.84,333.37,826.8,1247.63,1169.76,841.29,570.49,1149.83,364.56,831.83,409.55,141.43,210.19,938.44,109.62,1370.36,996.46,728.28,1110.39,856.4,304.14,855.04,284.44",[],6
129,23081.44,"474.01,1136.95,154.36,775.58,319.1,114.28,1164.37,866.02,725.7,167.91,844.04,1287.49,754.08,296.6,1185.57,305.06,491.64,498.9,562.76,958.55,224.69,277.4,1503.65,701.23,1289.79,146.22,292.19,979.47,459.04,930.43",[],6
130,23324.51,"398.43,240.44,1121.75,449.84,294.17,220.36,436.17,1027.83,1385.65,709.41,596.16,552.01,357.8,814.62,798.8,1366.26,989.42,123.46,1284.8,390.14,735.96,372.89,1026.82,257.25,381.54,576.02,863.08,990.26,1182.55,637.9",[],5
131,25103.46,"1307.92,643.4,521.8,770.51,937.77,635.16,1258.1,851.76,91.06,570.58,1273.52,179.42,945.27,728.37,640.64,531.76,683.4,326.0,686.63,724.73,96.89,1467.77,702.06,690.67,1242.07,680.95,999.66,788.06,1129.68,583.93",[],6
132,23478.65,"117.36,147.77,169.7,974.62,283.64,1304.58,1261.57,638.23,1451.49,668.43,746.1,848.06,863.08,995.11,385.05,325.65,789.19,949.02,1237.66,274.69,241.41,707.95,276.13,911.71,277.01,1110.03,413.46,504.85,642.95,854.84",[],5
133,24502.31,"330.19,1188.28,729.82,137.46,848.84,1122.08,1010.95,1234.9,428.26,425.28,809.83,808.12,508.23,251.12,1236.34,1462.34,369.13,391.22,1165.98,725.84,755.15,824.89,566.03,106.42,325.95,583.91,850.26,760.27,594.6,1047.41",[],6
134,19856.69,"611.52,700.47,467.63,447.7,171.99,260.15,223.73,401.35,194.1,689.71,995.32,287.96,1248.08,453.23,325.61,333.49,584.06,689.6,376.68,102.56,315.6,729.17,627.06,643.2,917.4,221.04,385.13,604.24,290.01,761.94",[],1
135,22015.41,"1178.04,215.57,542.02,371.51,1636.86,268.4,224.28,479.14,895.43,368.12,103.43,327.53,822.46,184.35,497.88,98.01,563.02,1098.35,125.28,608.78,531.36,1572.77,1202.54,283.87,481.24,1497.18,532.82,570.49,216.41,890.46",[],6
136,23370.55,"1024.54,1111.44,768.39,322.22,214.22,854.84,297.65,817.27,297.47,767.72,151.6,264.62,447.38,1171.24,626.73,240.38,962.74,1422.54,414.93,1320.66,946.91,1191.34,345.46,554.9,840.78,377.79,1054.85,533.32,327.46,489.11",[],5
137,24486.9,"687.78,370.46,463.09,1143.33,1247.36,1555.57,452.35,507.82,967.33,713.84,607.95,125.15,360.9,414.51,866.02,1395.34,256.74,298.94,270.88,786.13,824.7,1329.07,1112.71,538.72,890.86,1134.7,342.98,1241.68,180.13,627.42",[],8
138,22124.13,"840.59,597.36,1540.48,612.39,162.16,452.35,811.44,123.92,281.98,273.3,1126.43,949.75,439.81,654.86,736.58,704.13,434.74,327.14,641.53,931.47,411.7,1470.4,575.8,346.78,805.91,408.83,296.07,270.69,191.36,187.0",[],3
139,24358.0,"875.37,768.67,794.91,307.17,673.58,778.24,515.97,613.45,653.86,557.28,968.49,263.61,1043.28,889.98,157.98,676.28,1632.08,529.24,200.24,1372.65,99.78,904.63,200.41,488.5,628.69,882.58,1467.76,635.3,1114.98,1454.11",[],5
140,26795.71,"1134.7,656.23,910.26,429.98,782.04,605.67,1441.65,886.83,1358.55,547.77,1014.35,734.43,1332.44,1121.63,1036.37,624.02,248.81,1284.8,475.45,1218.4,323.95,521.44,1050.42,1098.0,1113.71,1266.67,161.53,312.11,739.96,144.08",[],10
141,23781.86,"1236.7,512.73,930.85,621.09,357.9,1221.01,909.04,842.85,877.04,695.18,267.11,596.77,599.38,275.65,968.87,103.39,110.5,526.24,841.44,501.48,1541.31,1250.68,614.36,646.9,635.88,579.92,134.91,903.68,580.8,277.01",[],4
142,23558.41,"556.44,1017.63,726.35,1562.62,660.18,853.21,1077.74,646.25,846.74,784.06,296.86,360.9,332.24,231.77,454.3,474.54,469.37,312.11,345.46,303.17,521.14,673.58,1232.48,627.61,522.56,1232.6,531.41,813.86,648.74,823.22",[],4
143,22413.6,"570.3,882.13,1286.58,518.81,279.94,605.09,308.11,772.51,712.77,854.88,1047.96,538.38,153.52,745.31,565.4,1150.8,357.77,374.58,183.98,612.64,242.55,157.62,1178.04,453.9,244.08,942.25,219.97,1288.86,714.35,356.71",[],4
144,25262.68,"520.32,220.69,1227.0,558.64,1410.52,433.69,965.09,1450.73,1069.19,1036.88,996.59,220.43,1011.11,653.2,865.64,552.45,264.62,988.15,222.14,509.2,754.72,1027.83,866.76,735.0,105.63,869.67,1130.04,802.89,867.18,171.27",[],5
145,24805.44,"740.04,913.08,789.19,255.7,535.23,254.27,559.83,366.93,1520.24,1007.7,773.97,975.73,431.48,852.47,606.1,433.23,1232.41,1227.84,520.32,709.62,1163.06,1391.41,232.33,315.89,270.88,897.27,1299.6,314.73,685.91,1371.57",[],7
146,22475.51,"288.92,587.39,787.83,491.3,948.61,173.48,371.93,1506.78,469.61,1066.66,1503.92,1115.61,244.66,325.65,301.66,1308.18,946.23,613.74,569.28,559.81,385.38,837.88,139.81,237.06,404.85,210.88,618.65,400.36,499.95,119.71",[],5
147,23337.24,"96.57,541.28,965.42,113.32,1002.38,1308.15,452.75,437.58,764.38,615.01,309.85,892.01,687.4,928.13,533.2,364.49,871.16,960.67,413.29,782.49,1072.88,964.61,1178.41,488.56,430.38,1069.6,351.99,789.93,510.64,477.92",[],4
148,25673.09,"1195.67,477.95,422.0,824.13,777.79,1502.26,537.37,980.99,1073.98,408.76,755.6,652.74,1508.62,747.16,1021.08,256.67,949.91,353.78,794.43,623.78,941.25,784.62,398.97,356.81,708.98,767.69,441.65,844.86,907.45,1240.09",[],5
149,26537.59,"509.2,831.55,299.6,934.18,1049.19,1349.33,620.73,1183.98,531.7,945.22,1468.71,584.17,1038.62,867.11,424.95,916.24,634.41,1385.66,749.25,761.41,323.18,1153.64,583.96,231.45,369.89,535.96,1712.64,967.33,512.82,1403.83",[],7
150,23790.57,"511.65,775.13,951.48,1193.7,419.29,323.48,866.16,1090.24,656.18,331.13,279.34,1024.64,419.19,367.06,685.59,770.79,1458.1,390.96,318.26,123.92,158.58,1092.02,673.17,684.25,338.25,799.17,560.01,1141.22,1243.33,1366.2",[],7
151,23627.83,"259.45,330.38,805.53,624.07,538.7,1126.72,1235.74,422.65,393.97,270.37,1354.57,194.36,1007.24,908.01,145.65,666.8,167.72,753.15,1215.21,393.06,1154.11,1193.34,713.22,187.29,1415.84,455.87,624.68,171.39,1456.2,866.51",[],8
152,22212.56,"1111.16,318.96,424.24,490.74,437.97,157.53,645.95,175.11,579.69,666.83,293.13,1138.43,845.43,967.33,805.91,1142.91,448.96,329.04,930.51,326.14,605.07,707.57,841.51,650.98,962.74,287.06,204.8,204.8,901.17,1126.43",[],4
153,22698.66,"723.53,1191.16,221.33,204.16,182.79,917.05,437.38,147.66,298.01,356.71,741.86,842.46,1827.03,777.21,357.33,604.45,714.14,874.68,1043.7,235.88,674.61,177.55,1283.72,134.49,1324.21,1153.29,368.73,220.34,1288.42,172.66",[],6
154,23597.94,"944.03,1183.67,388.01,741.95,506.19,251.28,540.97,347.79,1025.6,372.61,1339.65,523.79,531.41,1413.87,515.97,1215.4,432.48,388.47,232.07,261.75,999.59,358.22,323.48,1593.29,425.31,971.36,637.9,1050.73,280.71,499.7",[],5
155,22831.97,"646.25,146.08,744.84,210.88,555.93,586.07,1171.46,1116.2,534.39,355.06,617.05,342.75,720.94,1234.37,466.89,852.6,1185.57,310.33,746.08,568.19,1267.12,435.8,180.0,361.47,289.92,934.19,1066.41,246.76,974.34,693.56",[],6
156,22583.52,"1122.88,766.91,213.54,1421.95,417.6,1222.89,299.23,302.23,498.06,590.3,497.68,622.15,139.17,733.3,443.34,266.89,1135.73,604.45,253.82,1126.8,1346.09,504.01,1021.63,852.07,456.51,219.68,126.4,653.23,245.82,205.24",[],6
157,24370.93,"859.75,764.05,304.56,177.03,621.71,1200.83,1025.98,1010.45,195.86,724.41,165.68,1636.72,1400.22,303.63,141.56,757.5,570.34,877.84,1419.38,561.05,567.73,393.02,297.01,980.39,363.35,1501.39,615.04,238.93,1378.92,746.37",[],6
158,23374.98,"947.43,357.19,840.91,337.18,1138.38,384.41,218.24,557.36,1169.38,505.65,565.27,401.28,893.61,822.53,594.3,99.02,148.04,684.25,1572.77,691.75,674.61,670.16,235.41,1157.87,1301.28,501.48,500.87,505.78,1521.15,523.68",[],6
159,23830.58,"743.89,187.3,586.69,1797.02,784.62,1116.0,1316.64,471.05,139.81,753.15,1357.24,1155.17,356.96,173.82,473.26,1025.98,252.42,635.35,768.48,208.83,183.14,792.46,675.37,653.1,874.66,891.76,472.92,224.22,96.89,722.05",[],5
160,22627.34,"1336.99,942.9,740.14,634.1,554.26,583.98,280.29,422.14,841.65,117.3,433.06,323.35,615.04,389.86,284.4,800.97,363.24,591.29,758.22,1195.91,492.52,773.33,1331.76,397.14,500.73,678.49,316.83,1508.09,247.48,404.42",[],4
161,22397.91,"980.27,199.06,656.18,1567.72,784.83,436.95,1001.77,274.69,143.59,443.99,994.8,97.23,569.02,1359.42,968.49,238.02,588.22,369.06,481.4,231.47,155.47,602.81,422.65,625.59,646.64,723.79,942.4,559.05,685.63,487.15",[],2
162,24133.65,"1046.05,870.76,443.93,809.08,1050.42,826.84,589.14,265.52,1347.51,816.46,719.29,256.48,999.66,898.33,743.59,140.35,998.0,495.64,1138.69,190.09,541.91,553.97,680.95,1116.99,191.43,211.69,889.45,509.43,147.5,1088.02",[],4
163,23730.5,"429.98,231.67,972.25,965.28,530.66,503.76,703.16,293.84,227.37,1170.26,381.16,721.44,885.64,1225.1,1061.78,394.49,1237.49,851.76,357.62,1063.87,847.75,854.63,1020.39,355.06,730.78,769.33,591.7,946.98,123.58,430.16",[],5
164,24978.78,"108.38,422.09,524.61,1031.29,200.63,1124.37,836.74,555.55,640.44,1014.45,1268.57,927.52,935.36,1133.37,1095.61,859.58,394.85,1223.6,407.85,715.05,561.23,989.74,1408.14,1013.96,273.64,105.63,482.73,671.59,1099.42,853.87",[],7
165,23093.65,"877.47,376.68,1005.5,952.59,958.6,151.99,101.49,413.05,609.43,1247.63,794.18,994.61,1195.67,960.68,904.7,238.19,1426.24,474.25,560.25,564.82,146.9,418.31,525.12,145.37,378.48,102.2,609.24,1127.31,166.23,510.69",[],4
166,25273.67,"389.39,1169.76,1024.54,307.62,795.46,978.66,370.33,614.15,852.53,548.81,510.43,834.84,727.68,534.33,1092.99,762.33,998.0,1248.6,887.56,1093.83,330.21,776.95,1028.85,539.09,884.55,811.42,763.49,846.71,777.6,720.79",[],4
167,20214.81,"136.06,388.37,233.01,756.65,343.93,877.84,554.41,446.38,467.63,508.01,616.73,88.61,229.5,1234.39,1179.15,286.66,238.02,213.54,773.33,281.49,1011.71,531.7,888.95,664.79,828.43,554.02,253.85,168.32,357.78,590.26",[],2
168,22828.67,"1053.12,217.81,713.41,883.59,485.49,215.57,292.19,668.26,632.75,624.17,1094.34,528.1,872.72,166.63,150.0,845.48,808.2,385.17,1299.6,265.88,1111.58,371.43,1179.7,491.19,875.0,235.82,591.26,726.35,1265.59,627.49",[],5
169,25569.77,"425.44,1165.5,952.3,925.48,955.31,652.08,473.16,419.13,613.64,521.78,847.08,635.36,1039.28,448.31,1085.2,1247.36,823.12,682.61,424.16,1459.82,296.07,962.39,900.75,1025.18,394.43,842.49,518.81,640.58,1083.48,1119.64",[],6
170,25674.99,"804.21,1467.98,1200.86,840.93,606.97,222.82,1442.26,1113.64,797.89,859.58,1428.71,1066.66,1228.82,406.54,490.13,770.38,727.04,1132.77,973.17,230.91,351.39,364.02,107.46,377.7,537.65,929.34,481.86,433.31,227.34,170.84",[],8
171,26613.81,"1231.39,223.34,821.16,1062.38,152.75,816.71,1513.11,596.14,614.65,439.34,916.59,770.38,1251.12,426.32,274.31,1436.28,1315.86,829.28,459.77,1619.43,303.92,660.18,813.2,1428.71,395.69,992.82,859.74,408.68,1471.01,1350.06",[],10
172,23500.92,"1178.21,347.58,499.86,442.37,1445.15,626.36,605.73,183.07,820.98,847.67,129.14,446.31,298.98,588.77,791.27,247.19,808.89,805.59,787.83,1071.33,334.49,834.54,540.92,1288.68,1608.68,749.25,960.54,140.52,368.17,767.17",[],5
173,22282.38,"824.89,1632.08,633.11,504.15,102.33,675.99,774.23,1301.83,576.22,303.33,655.03,781.24,660.04,626.11,411.61,157.1,169.75,631.79,244.08,312.16,959.69,1051.44,125.24,213.91,842.49,245.03,707.28,186.03,854.88,458.1",[],2
174,22739.58,"734.66,313.32,638.05,390.38,268.55,1213.01,230.86,1067.66,91.06,246.94,1247.36,467.26,724.49,656.72,719.23,418.44,1291.58,713.47,460.2,108.38,1289.48,587.71,790.37,728.12,296.55,1005.34,1167.22,204.16,1049.61,541.91",[],6
175,24739.03,"417.62,1157.99,703.83,541.04,170.85,1190.01,965.63,467.57,876.04,253.82,1234.9,603.57,1253.79,979.22,556.58,618.03,1200.22,257.25,572.02,1218.4,237.06,207.5,477.92,1151.08,1432.99,500.49,1136.8,441.63,373.29,1025.32",[],9
176,25972.06,"546.14,280.71,705.45,374.17,413.34,1836.2,796.68,1221.58,1368.23,874.99,1248.6,539.02,1453.87,774.23,443.99,819.16,974.08,1210.01,322.77,1191.31,531.76,794.91,1422.85,357.78,160.02,87.56,1124.32,314.78,554.02,890.87",[],9
177,26231.67,"145.81,1402.17,748.85,1005.61,802.59,605.07,916.59,830.64,1392.0,818.22,1145.8,790.35,832.35,636.7,429.23,548.7,456.69,1045.95,268.14,320.39,905.55,1363.62,734.43,1641.33,471.06,122.75,864.97,754.18,1194.43,1216.03",[],7
178,21378.97,"520.42,547.68,929.69,140.35,836.77,952.98,165.62,1315.14,232.31,194.36,314.14,491.97,514.3,432.66,612.23,580.05,854.21,153.66,577.93,800.97,840.78,310.19,460.38,791.75,1012.63,194.89,537.45,937.17,306.21,616.6",[],1
179,23208.18,"921.49,717.61,363.24,944.69,335.05,804.62,946.48,445.75,890.01,944.48,765.78,922.32,208.78,493.02,293.13,1063.91,667.58,109.23,882.17,591.51,169.5,1136.67,672.45,504.87,139.37,223.34,1857.7,525.87,649.91,392.64",[],3
180,25230.32,"927.74,544.09,1130.04,901.68,1027.94,661.65,492.86,1221.47,927.52,588.48,228.98,736.82,873.29,1202.65,143.49,139.65,226.86,321.91,634.41,347.58,745.9,755.62,1242.83,1645.1,393.02,575.03,1351.34,369.71,1518.14,1220.05",[],8
181,23698.88,"228.61,763.41,207.53,771.49,270.36,802.41,648.39,821.86,1195.91,381.14,861.99,430.79,742.32,979.22,1093.8,888.9,584.17,907.45,476.66,1499.7,809.24,412.5,296.01,465.62,1619.5,247.37,390.38,164.97,947.7,1130.04",[],5
182,24921.05,"1415.84,355.49,1443.73,1100.81,1328.47,404.85,380.03,152.59,823.51,372.68,148.66,560.25,1165.27,1033.74,438.34,456.51,827.03,1229.53,818.31,641.41,785.99,1118.59,508.77,291.95,1125.63,849.46,749.14,108.06,219.05,981.36",[],8
183,25081.57,"287.34,460.04,1218.4,1175.56,466.5,868.9,754.64,511.58,548.06,1284.8,628.69,1585.51,1025.41,680.57,646.58,226.88,832.72,1493.94,662.91,200.45,522.61,1020.37,434.2,818.75,674.76,197.24,378.4,1011.76,1202.51,695.39",[],6
184,22689.46,"404.31,602.24,665.92,916.03,768.48,396.88,231.36,610.37,604.58,695.12,129.72,771.52,605.47,857.86,186.67,908.22,321.89,1152.33,1086.15,421.48,715.3,840.95,614.94,139.99,713.42,1056.37,787.78,208.32,1367.45,872.71",[],3
185,21363.86,"524.13,95.99,792.46,495.13,187.97,784.11,894.62,579.69,785.2,1095.61,372.16,243.01,1010.19,400.49,221.56,751.01,373.54,229.76,310.3,162.02,616.3,949.85,583.93,252.6,854.27,512.02,1391.6,695.36,910.71,393.57",[],2
186,25750.19,"578.53,363.68,929.96,581.93,915.09,827.03,1251.12,1057.64,1168.95,980.61,1257.43,721.35,412.86,619.43,687.4,1651.91,488.83,136.02,906.99,1055.68,258.28,554.97,583.58,1020.23,585.65,825.11,756.62,393.85,1241.07,563.63",[],5
187,24645.49,"614.65,324.52,779.32,1315.86,107.63,991.97,442.49,1161.78,693.94,1071.25,827.03,261.21,746.63,219.97,1108.66,909.09,1205.41,304.72,1141.31,89.86,678.47,1011.71,323.83,1056.36,1198.03,340.23,1130.04,617.48,693.33,867.95",[],8
188,25415.56,"1234.91,1472.29,353.22,626.09,858.3,548.11,743.07,101.28,784.56,822.51,537.27,1149.75,1341.95,1343.38,688.54,1330.5,721.78,272.96,263.58,812.34,298.61,654.58,1168.62,1171.46,96.59,106.36,488.64,735.96,419.41,1473.39",[],9
189,24116.25,"380.05,389.69,1212.1,699.42,238.99,1279.78,481.95,907.45,543.19,1069.19,548.67,1048.32,479.51,1120.51,505.04,561.16,671.06,743.59,732.73,1001.19,915.19,647.85,1104.51,761.01,418.87,538.66,291.35,644.33,170.36,988.24",[],5
190,24418.81,"748.9,804.81,1092.33,1167.22,768.67,464.37,522.61,368.16,941.53,426.96,450.44,211.69,1116.99,866.85,784.27,245.53,1092.99,1613.46,663.94,1067.31,534.1,1307.92,102.01,909.67,536.53,450.04,717.81,314.7,356.81,570.34",[],7
191,22550.41,"399.19,536.53,1118.59,186.03,265.65,422.65,402.99,223.49,558.57,1162.49,1227.07,965.27,822.11,431.56,292.49,747.77,1210.01,219.02,893.17,1176.23,683.44,403.98,1444.4,171.99,525.25,978.72,279.05,179.14,397.05,778.42",[],6
192,26645.63,"788.15,538.47,173.9,1024.64,538.72,633.06,1563.29,274.33,795.46,1278.59,1541.31,1512.11,551.63,464.82,170.84,1094.1,1147.37,1444.16,1350.06,377.84,1071.25,560.8,995.16,419.13,1132.37,378.09,772.64,831.33,614.36,1193.7",[],11
