Index,TCOO,Cooling_Cost,Heating_Cost
11,327064.95,"1071.96,1051.53,418.28,604.97,482.48,891.81,388.8,946.14,107.89,688.42,337.21,1025.31,516.18,592.8,621.96,802.52,484.1,761.03,217.53,500.41,1075.46,710.31,556.29,1120.47,704.12,413.36,218.78,778.64,1212.05,748.13","11780.13,13629.97,11012.3,12385.5,11529.7,11122.46,13770.32,11351.91,12662.7,12610.29,13899.3,10942.04,11737.39,12020.43,12125.79,12094.96,14356.9,12373.54,11640.94,13240.37,11256.66,13424.69,11828.38,12817.61,12273.9,12185.28,13663.8,11907.86,12000.22,13474.91"
12,324769.83,"751.1,1015.32,1042.21,505.9,269.11,331.74,1082.8,1075.92,339.87,1395.08,586.66,531.37,891.47,670.84,577.76,279.33,747.32,379.81,220.82,923.79,918.68,939.84,784.59,623.59,725.23,318.02,101.33,475.35,269.23,626.53","12993.72,12605.02,13321.95,11378.84,10751.82,11956.13,12784.7,13349.12,10972.07,12568.71,11857.59,12100.07,11164.37,11724.72,11957.17,12429.02,10937.75,12872.51,12730.83,12587.67,13274.85,11389.68,12542.46,11307.28,12725.5,11365.82,13542.39,13449.93,12235.47,11732.78"
13,330791.31,"832.85,1120.18,857.51,303.26,715.98,352.55,686.1,591.73,400.57,249.28,277.1,391.87,959.93,638.37,549.4,962.46,1288.77,1080.3,470.01,1005.8,400.3,581.52,1283.34,229.58,688.81,765.32,839.26,279.33,210.27,705.54","13990.31,11320.57,13036.07,12505.13,12825.33,12846.09,12215.1,12954.14,13747.16,12356.42,13452.36,11342.86,12619.95,12296.42,11615.43,11512.49,12572.61,12837.2,13313.06,11029.95,12247.36,12283.06,13212.91,12629.54,12274.66,11932.31,11067.47,12600.05,12265.38,13455.92"
14,324937.09,"1052.21,917.93,316.96,380.45,1234.66,421.68,657.01,1600.5,928.74,571.84,573.02,363.97,306.67,715.42,741.98,785.11,97.97,1225.95,337.96,219.48,250.25,181.92,1101.65,492.41,481.84,1275.77,466.55,766.29,305.69,1131.81","12779.67,12412.43,12034.24,11337.76,12455.94,11262.51,12701.49,12309.15,11235.47,12856.8,12317.84,11668.98,11932.22,11788.29,10970.95,12411.17,12546.39,11700.0,13479.31,10827.2,13770.93,11745.71,12658.65,11162.98,11429.44,14472.98,11718.72,12751.08,13540.51,13778.48"
15,327089.1,"406.31,394.67,445.44,467.53,445.89,717.2,999.18,608.07,1259.8,182.09,1460.73,1240.14,1200.63,328.2,1054.48,1053.07,1067.3,1251.82,163.22,626.34,688.81,378.37,620.83,133.46,1074.11,342.89,116.16,615.42,603.2,667.45","12844.44,11226.72,11843.04,11754.87,10852.31,11778.74,12294.54,12747.68,13489.19,12976.58,13048.45,11477.19,11539.24,11342.97,11985.57,13625.22,11664.32,12661.78,11358.97,11027.19,12155.13,13560.71,13327.76,12889.82,13682.06,13504.87,12850.38,13580.54,12632.02,11914.23"
16,328672.17,"377.86,251.94,1046.61,1031.3,567.31,516.94,894.24,158.98,739.55,565.54,427.96,814.03,645.74,766.34,686.09,666.15,472.29,394.24,629.65,659.27,617.93,1351.36,731.87,431.7,1050.83,367.75,795.58,142.86,1267.86,527.57","13082.14,11268.02,12116.34,10870.54,13545.44,13673.01,10981.54,12489.74,12749.79,13572.55,12407.42,11870.2,11989.59,12705.12,12430.41,11656.04,13317.86,11648.04,13821.6,11916.46,12558.83,13540.64,13614.01,11917.46,12431.44,12706.79,11287.84,11713.0,12311.06,13318.7"
17,332425.81,"253.3,489.82,268.07,702.54,998.8,500.08,818.36,202.21,324.83,996.53,313.37,1360.34,679.28,885.53,577.63,701.37,1147.57,324.83,627.65,683.57,952.24,730.1,360.97,212.21,675.51,662.3,333.61,945.5,288.81,696.31","11210.38,13232.52,12128.43,12186.84,13561.68,13033.29,14472.98,12884.17,10787.91,12017.78,13603.9,13377.72,12990.7,13322.62,12308.07,12181.25,11442.89,12380.4,12909.16,13725.01,12373.53,13232.52,12624.77,13221.97,12773.87,11287.26,11621.91,13034.92,13054.65,12140.51"
18,329326.43,"460.52,985.23,396.79,890.12,140.87,743.99,359.05,446.62,266.42,1210.28,928.19,810.71,363.97,976.9,254.9,1460.73,151.67,625.45,197.83,298.98,95.44,576.36,690.26,760.71,467.53,1306.25,115.9,497.45,538.95,814.21","12399.67,12580.47,12726.37,12977.76,12379.38,11217.59,11486.15,12797.55,13022.33,13799.64,12741.41,13896.43,12408.81,11247.61,12742.28,11379.78,13478.57,12986.45,12840.16,12308.63,13742.19,12552.93,12607.75,12240.38,13838.52,10783.1,11943.65,10812.82,12468.66,12144.95"
19,331448.06,"710.32,1288.41,694.65,855.1,723.15,801.6,423.71,460.26,1609.24,844.23,246.29,1001.09,307.11,358.89,1539.07,545.59,445.37,650.91,1032.93,844.86,1370.34,491.43,1596.67,865.73,646.28,134.98,864.23,391.85,581.77,1091.35","12057.29,12959.01,12564.87,12210.03,12061.03,11851.16,12031.31,12592.03,13479.31,11246.21,12309.36,13650.98,12501.28,13791.73,11845.45,12874.68,11102.88,12619.95,12913.34,12350.89,11548.1,12792.93,12642.07,12377.64,12510.37,12065.89,10866.77,11984.38,13695.99,13682.02"
20,324938.88,"136.32,431.8,342.45,296.63,1388.94,967.54,109.47,923.83,370.05,1194.73,931.39,807.2,1159.29,97.97,490.4,490.4,935.41,299.68,641.57,294.77,522.88,750.83,247.96,1637.84,1197.29,747.23,218.11,1115.47,337.44,1040.64","12479.42,12202.84,12763.82,12706.33,12507.33,12039.66,12032.52,11514.81,11466.21,12572.49,12663.58,12663.58,11951.99,11502.37,12450.98,10759.88,12740.08,11552.72,11213.9,11959.26,12485.85,13801.82,13208.5,11386.44,13061.17,12727.42,11715.45,12429.44,11855.31,12968.16"
21,327470.13,"956.55,834.04,391.87,242.46,1257.18,377.15,688.66,905.86,1146.58,337.44,908.76,446.62,477.23,1055.48,586.72,894.81,1454.71,237.13,700.84,1304.43,170.64,1399.24,345.69,370.32,460.19,633.51,422.25,1214.9,336.84,1181.86","12066.76,13313.0,11418.22,11597.15,11898.57,11866.34,12408.24,11106.71,13756.01,11514.79,14499.94,11772.11,11257.77,12424.67,11795.71,12767.91,13038.79,13455.92,12680.18,12833.9,12430.41,11906.12,11475.39,11643.46,11563.58,11991.63,13612.81,12855.33,11350.44,13053.58"
22,329131.14,"418.28,1018.77,776.38,163.0,727.29,438.06,111.87,1173.32,163.12,388.8,333.46,363.27,486.72,706.97,166.83,420.63,140.57,1150.96,735.39,789.24,521.93,541.24,529.9,581.45,1266.59,527.33,806.7,411.52,1075.68,544.87","11492.97,10889.88,11535.16,12293.99,11923.4,13029.42,14097.73,13495.55,12106.29,12830.5,12039.71,13767.24,13309.48,12202.38,13493.92,10779.49,10955.12,14061.86,13452.21,11104.14,13251.91,13519.57,12828.26,13599.12,11132.83,13748.34,12612.87,12598.65,12186.47,13565.57"
23,336636.95,"578.53,676.38,1138.42,1102.25,278.23,597.69,1251.82,1350.62,839.32,537.61,1682.87,638.54,500.93,1666.14,497.7,888.3,809.79,430.05,440.23,440.51,1585.8,1154.94,1268.21,231.45,1330.82,584.07,258.57,1136.18,133.32,1037.04","12905.86,11910.66,12604.73,13361.91,12575.97,12338.64,14206.36,11352.45,13971.17,11570.39,12175.64,13094.57,13208.26,11707.29,12459.96,12429.9,11897.08,13581.71,13221.05,11855.97,13037.64,12091.27,12589.63,12649.27,11562.1,13140.16,11040.91,12900.95,13027.3,14366.53"
