run_index,scenario_name,num_simulations,num_pdf_samples,discount_rate,cooling_enabled,heating_enabled,mean_npv,std_npv,lower_bound_95ci,upper_bound_95ci
0,M01_medium_shading,5000,10000,3.0,True,True,-11652.29,749.69,-13105.84,-10155.79
1,M01_medium_shading,5000,10000,3.0,False,True,-2712.76,761.39,-4190.55,-1236.16
