Index,Final NPV,Cooling_Savings,Heating_Savings
19,-3509.46,[],"2482.91,2354.32,2560.6,2597.68,2488.67,2657.2,2500.31,2395.38,2501.35,2594.13,2618.98,2636.86,2668.66,2767.8,2574.74,2447.09,2632.76,2617.08,2374.75,2615.34,2735.38,2539.67,2633.73,2224.15,2463.04,2624.92,2532.36,2296.28,2558.4,2608.94"
20,-2326.97,[],"2611.66,2870.75,2269.22,2701.13,2510.5,2409.03,2670.2,2713.13,2983.74,2603.65,2343.41,2374.93,2387.35,2567.17,2986.37,2714.96,2539.71,2498.81,2605.77,2611.66,2286.57,2742.54,2831.59,2522.79,2600.49,2483.09,2689.49,2561.05,2663.66,2762.74"
21,-2714.4,[],"2506.13,2805.63,2797.38,2393.53,2418.19,2574.57,2464.62,2753.22,2598.55,2452.14,2439.15,2755.78,2535.84,2369.65,2645.17,2779.09,2453.03,2646.8,2636.61,2379.37,2911.11,2602.74,2484.71,2457.51,2463.69,2697.99,2555.03,2778.32,2652.93,2500.09"
22,-2471.46,[],"2563.04,3087.67,2783.14,2429.15,2603.45,2464.62,3094.21,2393.34,2253.9,2322.44,2374.11,2498.3,2640.06,2333.7,2678.74,2686.85,2590.43,2314.14,2271.34,2528.09,2777.67,2804.18,2928.35,2295.33,2747.39,3035.29,2408.92,2688.59,2678.16,2596.64"
23,-2284.72,[],"2741.16,2764.89,2819.78,2311.68,2457.96,2308.11,2402.93,2965.79,2586.87,2327.94,2891.65,2515.88,2321.74,2720.42,2741.22,2871.33,2630.64,2790.9,2459.78,2501.89,2538.15,2587.16,2636.81,2393.53,2608.85,2835.98,2433.37,2838.88,2380.19,2749.97"
24,-3070.09,[],"2350.66,2617.65,2216.01,2854.83,2475.97,2551.48,2483.82,2393.95,2296.27,3044.19,2474.32,2729.45,2716.35,2749.84,2647.68,2305.64,2305.64,2764.67,2403.76,2509.34,2374.38,2332.73,2997.17,2485.29,2862.49,2970.4,2507.46,2403.12,2353.86,3175.43"
25,-2605.6,[],"2311.68,2773.3,2299.31,2817.39,2589.51,2880.8,2736.66,2564.14,2295.94,2484.29,2660.93,2264.73,2626.75,2706.7,2809.98,2368.98,2692.86,2539.73,2714.89,2760.04,2438.64,2380.58,2492.64,2793.57,2361.48,2505.86,2888.35,2669.5,2676.96,2678.11"
26,-1359.86,[],"2861.14,2693.0,2501.91,2548.51,2565.78,2412.64,2706.22,2556.09,2524.24,2383.87,2777.46,2590.31,3035.29,2394.27,2648.66,2544.57,2578.55,2868.84,2631.47,3081.45,2253.76,2356.72,2739.08,3226.01,2782.65,3135.28,2718.97,2527.01,2424.84,2752.67"
27,-3273.48,[],"2592.69,2865.02,2332.64,2769.23,2860.36,2619.58,2488.23,2565.78,2238.32,2527.43,2509.86,2562.41,2395.92,2732.57,2244.8,2604.25,2531.31,2633.35,2425.74,2704.19,2447.88,2296.99,2367.14,2467.68,2644.91,2404.98,2763.21,2734.53,2345.83,2775.27"
28,-2799.24,[],"2644.94,2770.54,2367.48,2638.91,2433.41,2515.55,2713.29,2460.04,2808.54,2298.49,2490.13,3063.44,2468.44,2664.92,2660.23,2397.8,2295.0,2637.86,2338.2,2412.67,2758.56,2334.35,2552.97,2719.5,2391.33,2651.82,2593.08,2731.41,2956.82,2689.13"
29,-2592.7,[],"2533.66,2823.01,2709.64,2324.38,2395.91,2824.66,2862.47,2578.17,2884.46,2687.9,2702.73,2908.28,2477.79,2237.84,2407.91,2632.78,2476.98,2757.44,3001.33,2314.13,2563.55,2395.59,2581.5,2510.06,2470.37,2370.57,2543.82,2259.08,2417.93,2423.61"
30,-2433.34,[],"2515.86,2334.72,2330.29,2495.96,2747.47,2924.67,2470.9,2910.26,2310.64,2355.12,2196.86,3016.81,2629.47,2703.1,2606.56,2887.53,2946.39,2647.71,2832.52,2436.22,2695.58,2677.5,2906.14,2454.01,2572.73,2358.49,2383.01,2352.15,2832.96,2526.05"
31,-2137.15,[],"2905.22,2333.08,2518.33,2715.98,2487.85,2593.06,2678.63,2703.29,2490.02,2381.36,2746.08,2976.66,2332.54,2404.98,2522.79,2560.38,2509.67,2761.33,2914.84,2731.8,2697.16,2514.46,2635.19,2771.14,2411.01,2395.3,2641.68,2791.48,2531.74,2775.84"
32,-3021.79,[],"2382.99,2475.24,2631.47,2640.58,2761.92,2381.04,2540.01,2460.76,2519.23,2292.33,2562.63,2670.05,2535.64,2945.62,2603.8,2428.41,2448.42,2616.26,2375.39,2475.47,2751.16,2853.14,2930.57,2619.81,2507.57,2599.95,2418.23,2485.17,2760.04,2621.17"
33,-1951.91,[],"2750.81,2616.22,2754.51,2555.25,2553.53,2705.58,2571.07,2467.97,2673.58,2460.28,2967.87,2520.89,2548.49,2876.87,2412.67,2677.94,2616.32,2406.12,2887.22,2780.97,2962.89,2356.55,2428.91,2535.41,2597.5,2580.19,2654.33,2240.76,2641.17,2573.84"
34,-1764.23,[],"2571.9,2703.63,2580.75,2632.19,2802.03,3072.66,2928.86,2274.48,2966.34,2393.2,2553.1,2313.23,2481.15,2762.39,2858.76,2873.48,2448.34,2476.12,2266.83,3013.7,2442.93,2370.75,2943.16,2542.65,2410.21,2462.27,2813.87,2336.0,2490.69,2759.18"
35,-1353.05,[],"2438.44,3033.08,2942.13,2638.55,2857.03,2816.89,2979.79,2859.71,2223.97,2489.43,2714.74,2573.92,2400.76,2752.67,2753.29,2581.54,2776.23,2742.83,2646.65,2314.13,2303.66,2409.68,2689.2,2372.92,2733.14,2555.1,2578.52,2387.35,2325.22,2984.01"
36,-3182.56,[],"2676.53,2815.55,2454.45,2450.27,2801.12,2273.1,2713.51,2726.38,2552.52,2404.85,2333.32,2757.44,2273.94,2479.83,2306.86,2750.14,2595.37,2919.49,2729.49,2884.86,2290.15,2431.22,2341.86,2561.99,2413.64,2361.59,2536.75,2712.12,2558.93,2460.32"
37,-4754.75,[],"2410.95,2221.27,2648.23,2455.74,2323.28,2697.22,2744.0,2633.33,2531.57,2221.55,2488.67,2665.72,2286.06,2792.98,2422.39,2497.3,2338.2,2330.61,2378.34,2444.71,2835.84,2388.82,2476.27,2494.42,2490.8,2595.24,2574.57,2206.75,2489.94,2254.19"
38,-2802.32,[],"2675.96,2788.22,2362.7,2391.28,2400.36,2402.17,2820.95,2843.68,2509.45,2263.06,2279.33,2376.59,2539.2,2465.28,2513.68,2887.53,2742.83,2521.44,2726.85,2797.9,2839.03,2771.68,2326.85,2744.55,2381.66,2797.9,2390.25,2491.54,2634.34,3012.3"
39,-2399.55,[],"2486.13,2426.48,2995.16,2374.59,2336.67,2517.31,2509.97,2407.23,2897.1,2543.34,2487.67,2537.64,2560.34,2917.54,2686.12,2493.85,2510.43,2571.4,2911.83,2977.51,2453.76,2813.92,2438.28,2730.4,2218.09,2303.8,2654.07,2755.96,2923.02,2897.4"
40,-3205.95,[],"2212.27,2575.6,2818.06,2553.78,2353.44,2985.63,2564.14,2659.03,2600.63,2644.44,2512.08,2847.79,2409.65,2488.23,2615.85,2365.0,2504.63,2437.99,2540.01,2633.87,2606.09,2384.89,2547.74,2465.57,2664.06,2790.59,2276.22,2549.89,2311.95,2669.76"
41,-945.7,[],"2300.15,3034.68,2564.36,2298.49,2630.31,2897.43,2912.83,2728.69,2807.35,2801.45,2776.23,2675.85,2978.43,2904.84,2628.6,2327.08,2808.82,2704.94,2353.76,2592.49,2793.57,2848.65,2812.86,2364.8,2722.65,2428.04,2729.79,2371.49,2549.91,2457.96"
42,-2320.51,[],"2618.39,2522.96,2581.61,2433.41,2632.71,2981.81,2700.67,2525.88,2591.78,2376.89,2526.57,2611.34,2995.88,2775.9,2867.67,2825.86,2570.61,2816.6,2522.31,2537.12,2560.55,2310.96,2365.65,2393.0,2451.21,2669.17,2464.13,2274.04,2499.82,2728.81"
43,-2765.07,[],"2931.45,2579.28,2539.25,2271.64,2640.06,2910.65,2345.62,2726.13,2924.37,2347.73,2586.83,2363.11,2440.67,2866.28,2611.08,2499.83,2471.66,2426.33,2451.96,2621.17,2840.23,2325.14,2412.67,2664.46,2558.02,2493.83,2689.29,2553.53,2547.23,2523.72"
44,-2570.03,[],"2892.03,2404.57,2778.87,2722.59,2258.01,2609.96,2805.71,2665.78,2809.39,2362.82,2307.19,2559.44,2600.49,2389.68,2604.3,2797.93,2537.08,2699.24,2349.21,2606.94,2587.25,2248.8,2272.98,2506.56,2747.54,2454.45,2498.52,2881.57,3023.3,2651.03"
