Index,Final NPV,Cooling_Savings,Heating_Savings
22,-12281.89,"38.7,37.62,63.92,40.43,31.42,53.3,26.74,57.09,58.49,68.99,62.63,26.46,35.33,30.42,66.48,37.15,36.61,13.95,59.85,42.96,60.56,60.91,39.18,42.68,67.71,47.52,53.61,46.11,56.93,17.25","2976.7,2434.49,2737.48,2605.87,2734.68,2501.28,2867.67,2438.82,2348.17,2503.9,2396.16,2459.62,2555.0,2616.68,2516.11,2502.18,2554.05,2447.91,2350.78,2237.08,2578.01,2668.4,2723.02,2489.08,2409.78,2304.65,2513.35,2514.0,2679.67,2361.68"
23,-12084.71,"48.61,37.22,36.95,18.04,21.32,12.25,17.28,17.98,15.97,33.82,58.43,71.97,32.99,44.47,58.49,30.32,57.94,64.07,25.67,30.4,56.73,63.99,55.94,43.03,46.21,26.37,50.82,63.46,41.47,47.84","2578.33,2343.32,2705.62,2275.98,2421.09,2443.5,2526.45,2592.49,2690.9,2312.65,2742.4,2612.6,2713.57,2881.4,2549.73,2638.38,2930.6,2508.3,2223.67,2254.19,2579.62,2927.93,2840.49,2571.41,2681.83,2424.7,3088.61,2381.36,2519.52,2291.47"
24,-12142.11,"56.68,33.05,55.01,62.52,70.59,45.79,54.89,38.84,63.1,48.23,26.52,29.31,62.09,53.71,52.97,70.27,56.81,57.18,46.33,35.49,29.35,61.29,38.53,43.49,28.77,46.97,40.12,59.78,37.35,63.88","2460.6,2563.41,2400.34,2358.42,2610.45,2731.68,2785.72,2608.89,2681.83,2504.06,2589.47,2223.09,2321.33,2622.03,2356.2,2555.66,2464.17,2935.12,2796.98,2594.62,2531.22,2373.03,2782.65,2571.53,2613.06,2949.28,2801.93,2211.42,2220.73,2457.58"
25,-10190.45,"47.7,40.55,51.45,76.86,37.7,65.43,49.15,29.38,41.98,29.2,37.53,35.59,63.99,48.66,55.37,31.95,28.93,55.26,74.13,25.12,71.53,68.77,61.37,39.77,24.36,44.46,42.09,58.49,53.87,49.43","2615.61,2585.02,2843.68,2517.57,2747.48,2712.64,2576.8,2495.37,2679.79,2702.44,2750.11,3020.71,2548.28,2705.14,2670.86,2872.31,2397.31,2752.61,2794.16,2880.05,2376.08,2696.02,2517.33,2872.32,2349.21,2290.51,2551.84,2584.36,2548.82,2627.87"
26,-10505.95,"68.26,38.04,31.68,31.68,61.94,24.04,27.41,36.87,17.16,34.58,24.09,21.6,21.86,69.4,71.23,43.3,81.11,53.13,26.95,63.9,57.27,72.5,34.44,29.75,41.19,66.61,34.03,54.66,38.91,49.31","2497.18,2643.48,2629.95,2448.2,2701.88,2721.48,2601.99,2546.73,2811.11,2995.57,2489.59,2730.37,2472.31,2617.28,2830.32,2533.8,2789.07,2852.18,2655.83,2690.77,2895.15,2519.21,2379.75,2431.76,2752.67,2699.55,2625.99,2383.01,2273.76,2970.76"
27,-12049.78,"28.69,47.74,29.52,60.21,65.0,57.46,51.13,37.86,17.17,40.01,16.19,56.99,61.15,51.03,23.7,64.34,60.73,55.65,45.44,37.48,32.18,51.84,23.87,55.37,70.41,55.27,35.04,47.12,15.67,41.28","2327.73,2694.88,2281.24,2444.98,2622.85,2524.61,2606.63,2750.66,2546.73,2548.95,2491.57,2632.15,2493.99,2819.26,2648.83,2686.54,2881.03,2619.76,2713.45,2571.66,2531.18,2443.07,2258.01,2655.73,2524.66,2452.12,2427.25,2596.31,2710.02,2467.39"
28,-12368.06,"60.71,14.65,16.69,23.98,15.91,46.7,55.39,45.94,50.75,28.79,65.39,33.85,54.59,58.51,61.18,59.36,31.38,22.7,54.11,36.75,67.73,46.13,26.61,22.37,30.83,52.25,37.59,68.28,32.49,52.68","2655.52,2354.15,2416.45,2409.3,2470.34,2570.16,2756.91,2609.12,2310.64,2445.56,2828.52,2621.15,2533.18,2464.17,2370.57,2538.87,2481.07,2711.49,2725.26,2526.57,2489.52,2582.33,2481.96,2499.82,2935.3,2406.94,2810.99,2598.12,2565.47,2647.88"
29,-11748.79,"31.63,34.7,58.59,21.44,41.12,48.75,29.94,53.37,35.38,65.94,58.8,19.28,42.49,52.6,57.08,57.01,45.2,36.39,67.43,35.24,59.08,73.63,52.39,66.59,59.56,46.34,12.75,15.66,29.62,19.31","2715.89,2818.7,2571.9,2442.93,2517.44,2647.71,2375.25,2944.97,2221.18,2375.19,2464.13,2426.21,2301.9,2364.2,2570.0,2671.33,2931.45,2801.11,2674.03,2733.28,3110.82,2716.51,2448.42,2888.15,2571.91,2390.71,2578.12,2379.83,2295.03,2318.47"
30,-11600.59,"22.5,42.92,19.38,10.98,31.68,79.48,23.77,50.59,46.43,46.58,53.07,59.38,13.19,17.0,44.1,47.54,66.06,38.91,33.71,37.02,32.62,47.57,52.92,13.42,67.67,24.18,62.89,13.84,29.79,34.87","2842.51,2772.8,2655.65,2510.87,2791.88,2401.86,2460.97,2369.9,2592.63,2573.68,2783.53,2662.88,2365.19,2495.74,2835.49,2590.0,2806.86,2510.24,2663.53,2830.94,2625.71,2768.92,2174.57,2616.68,2600.63,2500.44,2469.52,2301.87,2323.25,2375.71"
31,-10156.1,"17.6,19.17,49.78,34.57,78.19,56.26,41.74,58.76,18.12,66.73,39.07,55.35,39.28,55.06,24.89,58.0,46.88,65.48,28.75,38.44,43.99,70.62,47.89,62.5,52.14,31.34,88.32,54.79,72.62,26.6","2487.96,2799.94,2181.7,2901.73,2480.76,2479.94,2920.56,2825.84,2586.12,2601.35,3073.27,2358.03,2507.65,2461.5,2851.44,2759.02,2582.92,2948.46,2333.69,2651.82,2827.92,2768.05,2389.48,2788.75,2890.66,2534.19,2288.63,3050.74,2768.22,2832.03"
32,-11970.46,"60.48,43.86,61.45,53.41,60.26,55.9,23.42,52.84,66.07,43.24,60.86,63.94,51.4,43.62,27.29,19.19,48.72,51.52,57.26,71.83,55.7,48.26,18.31,48.92,59.52,52.41,27.36,59.71,43.53,34.09","2645.61,2408.91,2593.48,2737.16,2490.92,2437.52,2388.89,2782.0,2380.28,2604.54,2533.69,2213.17,2813.69,2634.19,2519.85,2386.21,2600.26,2646.17,2396.39,2537.89,2564.11,2648.81,2651.49,3140.57,2618.01,2193.18,2684.93,2535.86,2755.78,2501.62"
33,-11331.76,"46.97,64.83,59.19,27.1,56.83,59.07,39.72,24.37,54.61,42.86,38.94,47.72,42.49,24.63,17.2,61.74,49.36,44.66,59.71,50.9,47.09,19.78,46.08,43.9,67.67,69.7,15.73,31.99,22.82,60.47","2761.77,2465.73,2616.64,2251.49,2597.5,2736.1,2588.57,2933.79,2631.15,2531.31,2273.73,2823.12,2438.82,2668.73,2745.85,3031.59,2655.85,2455.44,2873.02,2625.15,2783.79,2173.57,2445.7,2733.11,2381.01,2693.7,2627.26,2543.69,2188.83,2435.42"
34,-12688.07,"46.08,35.18,25.66,39.09,51.1,27.57,60.19,26.62,60.9,70.83,20.8,49.86,29.25,57.46,20.01,58.07,45.71,56.54,35.83,13.14,37.59,43.37,30.72,41.0,57.65,67.73,60.9,36.69,34.72,63.87","2367.85,2600.61,2619.66,2585.21,2697.59,2476.37,2551.65,2275.34,2571.9,2401.86,2960.5,2614.5,2518.33,2417.01,2369.21,2730.21,2471.78,2319.72,2625.99,2686.35,2290.7,2425.67,2878.22,2513.47,2475.97,2964.38,2311.54,2715.37,2216.8,2199.81"
