Index,Final NPV,Cooling_Savings,Heating_Savings
59,527.63,[],"636.93,618.94,616.2,619.71,643.34,733.1,604.95,622.91,623.88,621.22,683.79,726.6,556.63,637.17,595.96,711.79,625.3,546.09,580.71,693.71,610.47,596.59,585.49,548.66,531.23,602.44,661.09,609.22,722.78,594.87"
60,227.88,[],"783.58,557.86,679.08,568.12,598.19,568.6,546.84,565.7,644.96,601.7,598.9,575.38,575.81,682.79,567.7,686.76,642.96,552.43,611.2,614.52,587.57,611.75,648.13,636.98,622.96,612.22,525.93,595.18,686.54,626.79"
61,346.4,[],"603.35,661.48,672.21,622.58,575.49,611.62,698.48,612.67,684.59,589.61,536.39,571.12,640.82,635.1,647.44,658.56,561.66,569.77,592.58,588.3,598.24,600.8,654.72,604.16,642.81,624.69,531.25,575.38,683.55,682.76"
62,114.52,[],"623.38,641.5,531.03,619.71,602.17,563.28,552.51,628.78,637.67,554.05,596.78,678.22,630.55,644.09,528.63,658.56,655.85,631.58,663.04,702.69,571.72,661.99,528.5,567.73,536.86,528.57,566.52,647.68,673.13,609.79"
63,-173.86,[],"562.2,640.27,609.96,616.69,700.46,529.95,529.31,534.84,553.42,676.48,532.62,564.87,560.38,558.15,636.48,579.26,539.68,659.92,617.2,645.56,563.06,576.0,640.48,689.9,534.59,537.04,737.93,532.14,543.84,611.6"
64,486.72,[],"617.64,629.97,655.64,571.28,727.61,592.11,648.86,557.19,587.7,680.52,648.52,654.18,600.26,552.68,664.45,616.91,610.43,699.55,590.2,586.72,684.3,557.87,579.38,671.98,732.28,591.02,628.94,681.74,596.93,544.84"
65,180.88,[],"549.74,695.63,582.39,625.34,546.81,573.76,682.88,587.92,575.05,600.75,641.79,535.76,653.76,557.22,609.41,645.18,676.57,687.3,588.83,710.32,531.38,736.55,577.22,576.6,554.84,643.56,612.92,644.86,571.0,573.9"
66,109.26,[],"574.52,519.78,526.92,616.35,666.39,580.07,634.89,580.39,591.8,678.52,621.19,674.59,623.79,602.87,521.6,574.58,545.1,654.75,599.85,612.76,683.55,635.59,571.93,557.08,670.81,587.54,668.19,624.95,662.15,695.58"
67,246.71,[],"704.37,618.09,595.65,637.42,670.76,552.06,598.71,528.31,601.32,634.73,556.09,568.17,593.73,544.59,632.73,635.94,676.67,553.87,724.45,684.41,556.14,561.49,543.09,672.01,625.11,652.16,639.41,587.38,640.59,657.35"
68,440.78,[],"711.86,578.41,529.84,566.72,730.18,635.22,624.46,658.56,690.68,538.49,719.09,530.4,709.3,635.14,688.83,681.51,543.85,532.02,618.96,657.84,582.19,626.11,586.94,599.37,561.77,621.03,628.04,571.11,652.84,636.47"
69,229.96,[],"521.13,577.91,525.55,559.67,676.38,738.02,555.87,695.34,596.93,741.59,611.82,526.96,670.96,604.37,688.4,531.64,665.08,676.07,548.15,595.1,544.94,610.62,640.51,571.17,599.38,599.27,670.32,706.38,566.69,640.06"
70,471.63,[],"544.14,677.3,612.54,662.54,630.85,629.07,572.17,628.54,668.68,623.47,606.56,554.84,566.69,606.9,637.34,718.06,725.31,588.63,684.07,659.22,641.11,578.85,627.8,662.74,626.94,696.69,547.56,564.32,526.76,700.32"
71,361.92,[],"700.54,599.38,545.64,588.92,626.14,627.0,592.96,562.59,674.19,688.96,618.09,608.91,617.39,628.37,692.4,519.79,530.13,522.04,721.82,612.6,561.0,699.29,682.37,733.61,679.37,633.85,569.7,623.83,595.36,557.48"
72,285.16,[],"684.54,555.45,568.6,610.72,659.04,532.09,723.79,668.68,600.79,536.11,670.41,580.37,716.51,641.5,668.61,676.35,674.34,638.75,604.68,571.63,525.45,534.95,556.51,538.55,540.22,565.61,663.87,568.72,686.54,645.23"
73,388.49,[],"656.34,623.95,638.43,679.76,693.23,669.29,659.49,563.85,600.94,566.94,553.79,649.44,707.39,603.37,697.63,633.72,731.62,638.73,535.33,563.24,544.87,525.87,533.14,667.33,621.25,551.83,601.28,591.15,573.2,565.46"
74,58.67,[],"574.87,609.28,585.18,681.82,590.37,677.78,617.2,598.04,524.87,552.21,648.28,676.03,549.24,570.85,554.2,578.79,585.51,608.43,633.14,562.43,537.56,569.7,631.43,674.3,713.16,752.16,560.33,548.88,620.46,578.11"
75,446.24,[],"640.64,652.01,585.31,657.93,610.72,537.64,597.48,673.5,530.95,575.53,679.75,519.8,670.02,641.18,596.25,714.33,580.74,636.22,649.77,671.27,628.92,588.51,642.57,723.02,686.96,709.15,557.12,576.49,692.6,562.74"
76,410.28,[],"581.61,639.57,683.3,599.35,636.1,687.32,629.51,676.47,568.62,628.32,616.33,586.99,664.82,591.37,647.0,565.46,646.41,549.79,583.92,538.68,654.57,543.14,632.13,628.04,655.8,628.4,636.17,620.18,691.4,635.87"
77,435.8,[],"741.65,572.41,661.05,601.52,585.8,652.84,640.33,572.08,600.16,628.1,609.42,709.67,698.59,655.5,619.38,592.48,630.98,537.5,733.69,540.84,587.57,520.35,718.86,607.02,673.13,561.77,626.95,543.7,584.06,581.11"
78,212.45,[],"531.86,558.4,633.43,702.96,692.88,533.35,531.32,731.62,567.47,568.36,681.84,626.71,645.28,685.1,601.02,571.57,551.1,539.32,550.41,586.96,603.47,595.1,741.59,610.43,668.33,603.97,736.29,561.1,574.06,625.14"
79,45.5,[],"559.64,543.6,525.44,582.16,627.99,672.59,667.84,584.49,589.96,523.33,700.55,708.36,574.92,534.95,629.4,644.77,751.82,569.3,558.97,555.17,568.86,657.51,639.34,615.68,577.32,610.26,629.6,569.59,614.81,578.78"
80,126.93,[],"531.38,611.88,671.62,538.01,520.24,622.28,574.97,519.64,626.45,700.61,529.54,695.76,522.51,700.33,641.31,674.83,629.04,600.79,620.32,595.57,700.46,536.59,640.68,639.92,558.12,662.55,600.69,582.01,686.93,632.03"
81,-187.67,[],"662.75,582.88,526.45,615.45,543.63,572.41,580.45,550.09,534.54,540.26,579.82,594.95,565.56,563.18,625.28,613.67,625.42,701.92,573.01,645.44,520.09,615.68,672.24,561.53,594.03,551.83,645.34,683.4,666.5,593.8"
82,28.02,[],"706.19,696.08,525.0,597.53,598.9,671.01,529.95,520.11,609.15,525.06,673.77,576.13,566.84,531.25,533.31,580.64,585.73,541.16,589.56,684.53,639.15,700.2,635.37,534.96,653.37,580.74,566.67,629.27,700.46,655.67"
83,371.74,[],"686.76,571.37,743.15,661.5,561.66,521.3,615.16,637.23,600.53,554.66,619.09,590.01,673.92,670.95,642.16,618.64,662.3,641.03,648.26,543.53,636.4,586.99,717.78,540.53,564.96,661.41,529.54,565.74,718.92,563.61"
84,130.6,[],"644.15,538.63,648.55,700.02,538.02,634.02,641.48,575.05,599.75,522.0,537.2,569.45,572.35,698.31,583.34,552.51,616.52,596.16,617.3,600.8,594.81,683.44,638.6,618.07,670.32,674.63,690.29,561.49,645.94,540.94"
85,182.33,[],"658.54,592.59,556.39,618.93,711.24,692.32,618.19,531.4,568.69,612.27,566.86,559.62,552.62,644.96,597.44,555.78,568.6,650.88,610.78,581.18,593.13,652.79,577.9,611.98,732.28,618.79,649.89,633.22,560.63,681.89"
86,357.04,[],"523.07,622.37,524.72,642.63,638.51,660.01,555.04,743.11,598.29,649.49,542.89,612.49,600.1,649.72,639.93,629.95,578.85,597.74,629.71,534.36,629.88,652.43,768.05,653.21,648.67,570.89,724.43,589.09,594.01,714.78"
87,256.91,[],"752.73,680.41,588.17,533.15,635.49,541.67,543.04,525.87,600.85,540.08,626.08,610.88,635.59,696.79,581.22,657.64,610.12,582.75,620.33,664.99,549.2,744.21,658.65,565.38,579.07,607.33,603.01,635.87,592.53,717.46"
88,340.91,[],"578.85,676.91,583.79,764.58,754.83,529.04,660.13,606.59,650.45,595.5,619.38,596.33,554.42,681.94,554.62,606.73,575.68,700.3,538.49,526.94,629.87,547.74,566.6,724.18,579.21,538.51,599.85,662.93,652.25,594.0"
89,249.43,[],"578.08,647.0,572.63,583.39,618.31,681.97,615.42,676.87,647.79,580.8,598.85,579.38,621.5,651.7,598.46,613.95,624.48,640.63,564.8,685.08,610.69,584.56,530.04,624.74,544.52,582.65,592.86,612.55,723.76,632.05"
90,167.05,[],"570.47,599.83,571.21,694.25,553.64,615.81,529.48,699.47,523.53,632.97,570.95,553.01,700.08,609.34,694.66,589.74,621.79,735.74,562.65,553.73,728.4,665.39,595.79,634.48,613.53,594.32,597.8,559.99,584.24,579.94"
91,-30.95,[],"607.32,543.68,520.97,564.72,649.03,633.04,634.82,666.22,537.5,526.41,641.18,622.7,631.02,532.84,545.51,586.1,548.95,702.57,650.1,528.74,643.78,638.67,591.02,673.16,691.07,564.61,663.58,565.84,628.35,557.19"
92,164.8,[],"571.92,747.6,597.48,565.74,570.95,711.24,574.34,545.25,608.06,574.11,589.99,652.72,651.1,612.61,558.26,624.82,640.82,627.76,554.73,555.14,658.92,526.23,591.98,561.15,680.32,595.9,729.33,636.18,611.75,571.89"
93,335.51,[],"613.34,671.98,533.31,551.38,611.77,623.28,669.03,545.64,653.06,731.84,618.52,718.06,628.95,591.33,580.74,553.87,686.19,538.57,680.74,586.07,567.08,562.76,614.64,647.7,635.59,674.08,650.4,608.68,656.67,561.91"
94,444.04,[],"726.59,652.6,574.71,537.5,696.59,617.82,632.48,659.42,642.31,602.72,699.89,685.2,610.81,522.81,701.81,563.85,628.18,605.44,550.0,658.19,527.3,545.21,568.91,630.94,611.62,556.98,727.7,632.12,643.51,611.49"
95,289.71,[],"674.57,579.05,609.66,652.28,634.27,587.95,750.07,552.03,781.9,525.3,598.42,644.77,545.11,707.78,555.54,645.05,596.56,529.36,676.35,575.93,783.58,586.89,556.84,554.38,556.76,547.7,661.91,592.64,527.04,539.56"
