Index,Final NPV,Cooling_Savings,Heating_Savings
32,-9352.5,"8.22,21.36,18.48,25.11,10.1,34.32,35.4,18.16,33.37,24.51,36.41,34.13,18.86,27.32,15.71,30.98,21.04,20.47,25.23,25.73,25.83,17.06,31.43,30.95,29.36,15.25,18.13,32.14,23.08,9.99","731.5,521.19,596.71,622.13,685.85,627.53,584.68,599.69,524.86,670.81,609.64,599.69,556.88,587.26,559.09,594.53,623.98,547.57,589.41,615.33,561.3,564.32,584.29,702.49,604.2,530.19,630.48,636.15,583.07,559.2"
33,-9084.99,"32.74,18.04,20.66,17.01,31.12,30.33,28.72,5.9,18.4,27.45,24.15,27.68,13.84,12.49,32.64,41.9,23.85,34.6,28.54,26.38,16.17,13.82,30.24,16.97,31.65,19.33,28.8,30.56,8.37,26.19","649.38,683.88,645.99,573.04,620.79,677.2,603.98,618.0,669.46,614.61,576.08,607.46,575.84,575.26,704.54,672.99,598.74,580.79,571.58,633.7,591.08,555.71,562.57,607.59,584.91,572.69,614.8,699.57,554.03,540.51"
34,-9227.76,"23.36,28.91,28.2,29.69,29.35,23.62,26.02,20.59,42.16,21.23,23.25,37.41,37.18,22.15,28.72,23.08,31.17,23.33,19.79,21.5,21.68,20.7,10.26,28.72,9.32,7.78,21.92,28.23,9.27,29.32","665.23,708.9,574.03,565.68,606.47,597.68,580.95,624.51,522.49,650.05,571.1,617.16,638.34,711.02,662.74,549.37,744.6,523.0,533.25,568.95,637.48,594.15,539.03,541.3,544.32,612.09,553.56,650.31,658.63,607.31"
35,-9024.51,"19.57,31.4,22.34,20.2,12.61,22.82,19.45,25.76,25.92,30.25,23.81,24.58,31.92,28.2,20.42,34.16,36.43,24.42,21.71,25.72,15.83,29.29,20.66,33.58,33.12,20.21,17.14,26.69,12.19,30.23","636.42,639.78,665.2,541.98,550.97,572.79,714.61,607.46,723.0,537.45,669.97,558.57,630.48,578.57,578.58,673.1,598.45,639.15,687.22,613.36,550.38,559.35,545.89,613.18,566.58,648.0,705.28,616.43,685.44,667.11"
36,-9113.16,"32.88,26.03,35.72,24.85,35.79,27.48,29.12,22.46,31.21,30.36,26.92,20.8,15.11,24.09,17.34,23.54,6.66,29.75,28.99,28.71,23.64,36.58,18.93,24.74,17.98,28.18,21.81,24.47,30.49,25.33","739.64,689.6,575.14,537.36,679.28,605.58,555.77,563.5,706.11,587.14,543.84,646.03,544.52,546.39,559.74,547.9,627.53,563.04,705.71,550.09,636.5,679.61,565.46,668.29,617.75,712.66,529.8,682.32,610.69,560.95"
37,-9076.44,"21.94,27.93,39.6,29.53,30.02,23.74,27.68,22.18,31.31,30.21,25.56,10.47,29.32,31.68,30.71,27.89,27.42,36.18,17.06,8.9,13.03,18.03,23.97,34.19,27.56,30.64,18.93,10.87,24.34,16.78","617.39,635.99,552.22,580.48,522.49,637.48,536.26,656.16,570.17,557.7,571.02,679.17,623.47,550.07,627.63,638.21,529.1,605.56,661.29,680.99,735.01,619.23,650.31,594.22,735.99,572.12,664.87,708.37,618.92,727.38"
38,-9508.25,"38.07,25.94,27.07,22.97,35.67,9.12,23.54,11.04,27.33,16.59,27.31,32.04,25.95,16.14,14.82,24.64,28.03,14.83,26.75,28.84,28.86,38.52,20.42,36.33,18.3,20.35,30.65,26.43,17.65,26.25","549.62,702.82,535.94,529.5,646.04,577.52,596.85,700.47,537.79,606.32,583.87,586.01,629.91,534.13,624.81,525.11,545.14,538.47,629.44,655.97,622.35,552.84,635.99,527.3,597.48,579.59,681.17,653.67,561.11,593.94"
39,-8855.17,"19.54,13.47,27.22,20.67,27.4,25.0,10.26,12.48,23.71,33.46,24.81,30.37,26.6,10.38,26.25,18.96,9.56,16.17,19.4,26.86,25.94,23.79,21.94,32.32,14.56,24.3,10.06,27.68,19.02,19.8","541.98,671.4,676.77,639.41,547.46,586.84,635.4,650.31,593.64,618.82,545.07,675.86,528.56,531.37,697.52,707.74,747.41,654.96,604.0,555.09,741.91,635.25,625.73,687.74,694.75,648.61,618.55,740.99,542.06,682.09"
40,-8869.53,"32.97,12.77,27.4,13.66,13.45,21.95,13.53,29.7,34.36,27.09,19.94,12.46,34.64,13.34,27.06,28.32,26.9,15.19,26.66,32.27,14.44,12.01,25.22,10.47,31.08,31.54,6.3,28.08,8.4,6.1","662.86,540.27,701.86,686.45,574.24,618.37,669.55,594.73,603.66,761.86,568.03,657.41,650.79,631.66,656.41,756.39,662.19,550.06,553.55,723.62,547.73,551.15,637.28,688.31,569.83,599.55,639.28,553.23,541.4,596.65"
41,-9227.56,"33.95,14.93,26.45,27.76,29.75,20.3,22.34,21.97,22.06,32.15,25.77,28.43,19.18,28.44,15.11,28.66,26.2,25.94,22.47,10.43,14.41,27.41,29.01,25.12,14.63,27.57,30.91,22.51,13.36,6.58","560.22,671.02,536.52,596.92,568.41,624.09,562.16,651.08,682.63,582.09,595.18,591.51,566.23,629.57,632.48,749.67,704.02,540.11,633.27,529.98,622.04,626.7,586.72,645.5,631.14,619.22,594.48,559.79,575.93,633.03"
